location,name,country,province,kg_n_per_year,capacity,country_code,name_en,kg_p_per_year
"41.103388888, 28.991",Rams Park,,,1990.0,52652.0,,Rams Park,202.71
"37.434984, 126.690699",Incheon Munhak Sports Complex,,,1900.0,50256.0,,Incheon Munhak Sports Complex,193.486
"37.434984, 126.690699",Incheon Munhak Sports Complex,,,1972.0,52179.0,,Incheon Munhak Sports Complex,193.486
"50.068611, 8.645278",Waldstadion,Germany,Darmstadt,1947.0,51500.0,DE,Waldstadion,198.275
"-29.829, 31.0303",Moses Mabhida Stadium,,,2372.0,62760.0,,Moses Mabhida Stadium,241.626
"37.56823, 126.897243",Seoul World Cup Stadium,,,2521.0,66704.0,,Seoul World Cup Stadium,256.81
"37.56823, 126.897243",Seoul World Cup Stadium,,,2525.0,66806.0,,Seoul World Cup Stadium,256.81
"53.225974, 63.636578",Kostanay Central Stadium,,,315.0,8323.0,,Kostanay Central Stadium,19.2261
"48.84145, 2.25305",Parc des Princes,France,Ile-de-France,1812.0,47930.0,FR,Parc des Princes,184.53
"46.744817, 7.606075",Stockhorn Arena,Switzerland,Espace Mittelland,378.0,10000.0,CH,Stockhorn Arena,23.1
"19.303055555, -99.150555555",Estadio Banorte,,,4347.0,115000.0,,Estadio Banorte,575.575
"53.55527778, 9.91138889",Adolf-Jäger-Kampfbahn,Germany,Hamburg,302.0,8000.0,DE,Adolf-Jäger-Kampfbahn,18.48
"67.2775, 14.384166666",Aspmyra Stadion,,,278.0,7354.0,,Aspmyra Stadion,16.9877
"48.373333, 17.591667",Štadión Antona Malatinského,Slovakia,Západné Slovensko,726.0,19200.0,SK,Štadión Antona Malatinského,56.1792
"33.246212, 126.509361",Jeju World Cup Stadium,,,1597.0,42256.0,,Jeju World Cup Stadium,162.686
"35.190103, 129.058361",Busan Asiad Main Stadium,,,2036.0,53864.0,,Busan Asiad Main Stadium,207.376
"36.365229, 127.325056",Daejeon World Cup Stadium,,,1594.0,42176.0,,Daejeon World Cup Stadium,162.378
"37.676422, 126.743056",Goyang Stadium,,,1562.0,41311.0,,Goyang Stadium,159.047
"37.6617, 128.6806",Alpensia Ski Jumping Stadium,,,416.0,11000.0,,Alpensia Ski Jumping Stadium,25.41
"34.93312, 127.727478",Gwangyang Football Stadium,,,510.0,13496.0,,Gwangyang Football Stadium,31.1758
"37.466131, 126.643035",Incheon Football Stadium,,,790.0,20891.0,,Incheon Football Stadium,61.1271
"37.286421, 127.036855",Suwon World Cup Stadium,,,1662.0,43959.0,,Suwon World Cup Stadium,169.242
"37.410166, 127.121273",Tancheon Sports Complex,,,614.0,16250.0,,Tancheon Sports Complex,47.5475
"52.343419, 4.854192",Olympic Stadium in Amsterdam,Netherlands,Noord-Holland,842.0,22288.0,NL,Olympic Stadium in Amsterdam,65.2147
"50.461957, 3.963822",Stade Charles Tondreau,Belgium,Prov. Hainaut,302.0,8000.0,BE,Stade Charles Tondreau,18.48
"46.6335, 27.733319",Stadionul Municipal,Romania,Nord-Est,349.0,9240.0,RO,Stadionul Municipal,21.3444
"39.940094, 32.845681",Ankara 19 Mayıs Stadium,TR,Ankara,726.0,19219.0,TR,Ankara 19 Mayıs Stadium,56.2348
"35.868071, 127.06448",Jeonju World Cup Stadium,,,1606.0,42477.0,,Jeonju World Cup Stadium,163.536
"45.427761, 12.363731",Stadio Pierluigi Penzo,Italy,Veneto,397.0,10500.0,IT,Stadio Pierluigi Penzo,24.255
"59.36347, 28.18465",Narva Kreenholmi Stadium,,,40.0,1065.0,,Narva Kreenholmi Stadium,2.05012
"35.724417, 51.275528",Azadi Stadium,,,3175.0,84000.0,,Azadi Stadium,420.42
"35.724417, 51.275528",Azadi Stadium,,,3191.0,84412.0,,Azadi Stadium,420.42
"48.207778, 13.478333",Keine Sorgen Arena,Austria,Oberösterreich,290.0,7680.0,AT,Keine Sorgen Arena,17.7408
"10.661522, -61.533033",Hasely Crawford Stadium,,,1021.0,27000.0,,Hasely Crawford Stadium,79.002
"38.991547222, 125.743525",Yanggakdo Stadium,,,1134.0,30000.0,,Yanggakdo Stadium,87.78
"-34.8845, -56.159",Estadio Gran Parque Central,,,1285.0,34000.0,,Estadio Gran Parque Central,99.484
"50.9939, 7.11969",BELKAW-Arena,Germany,Köln,397.0,10500.0,DE,BELKAW-Arena,24.255
"49.857778, 8.672222",Stadion am Böllenfalltor,Germany,Darmstadt,718.0,19000.0,DE,Stadion am Böllenfalltor,55.594
"54.990633, -7.336",Brandywell Stadium,,,238.0,6300.0,,Brandywell Stadium,14.553
"50.0697, 8.25719",Helmut-Schön-Sportpark,Germany,Darmstadt,416.0,11000.0,DE,Helmut-Schön-Sportpark,25.41
"48.76762, 2.45944",Stade Dominique Duvauchelle,France,Ile-de-France,459.0,12150.0,FR,Stade Dominique Duvauchelle,28.0665
"60.983056, 25.634167",Lahti Stadium,Finland,Etelä-Suomi,282.0,7465.0,FI,Lahti Stadium,17.2442
"54.668611, 25.294444",LFF Stadium,Lithuania,Sostinės regionas,192.0,5067.0,LT,LFF Stadium,11.7048
"54.668611, 25.294444",LFF Stadium,Lithuania,Sostinės regionas,192.0,5067.0,LT,LFF Stadium,11.7048
"43.86414444, 125.33686111",Changchun City Stadium,,,1436.0,38000.0,,Changchun City Stadium,111.188
"38.919722, 16.587778",Stadio Nicola Ceravolo,Italy,Calabria,554.0,14650.0,IT,Stadio Nicola Ceravolo,33.8415
"37.94303333, 23.709225",Nea Smyrni Stadium,Greece,Attica,420.0,11115.0,Greece,Nea Smyrni Stadium,25.6757
"51.8336, 8.32201",Jahnstadion,Germany,Detmold,189.0,5000.0,DE,Jahnstadion,11.55
"-25.421111, -49.2595",Estádio Couto Pereira,,,1318.0,34872.0,,Estádio Couto Pereira,102.035
"41.926944, 12.472222",Stadio Flaminio,,,944.0,24973.0,,Stadio Flaminio,73.071
"52.5511, 13.3927",NNW-Platz,Germany,Berlin,95.0,2500.0,DE,NNW-Platz,4.8125
"54.3099, 13.0964",Q1387008,Germany,Mecklenburg-Vorpommern,484.0,12800.0,DE,Q1387008,29.568
"41.279994, 67.212614",MHSK Stadium,,,605.0,16000.0,,MHSK Stadium,46.816
"47.90214444, 106.91625",National Sports Stadium,,,756.0,20000.0,,National Sports Stadium,58.52
"47.902211, 106.916236",National Sports Stadium,,,756.0,20000.0,,National Sports Stadium,58.52
"38.4373, 27.1508",Alsancak Mustafa Denizli Stadium,TR,İzmir,581.0,15358.0,TR,Alsancak Mustafa Denizli Stadium,44.9375
"38.4373, 27.1508",Alsancak Mustafa Denizli Stadium,TR,İzmir,581.0,15358.0,TR,Alsancak Mustafa Denizli Stadium,44.9375
"53.587222, 9.969722",Stadion Hoheluft,Germany,Hamburg,1399.0,37000.0,DE,Stadion Hoheluft,108.262
"51.526, 6.91897",Jahnstadion,Germany,Münster,58.0,1543.0,DE,Jahnstadion,2.97027
"64.075833, -21.938611",Kaplakriki,Iceland,Ísland,227.0,6000.0,IS,Kaplakriki,13.86
"48.56516, -3.16552",Stade de Roudourou,France,Bretagne,690.0,18250.0,FR,Stade de Roudourou,53.3995
"55.57722222, 38.22694444",Saturn Stadium,,,624.0,16500.0,,Saturn Stadium,48.279
"55.7822, -4.0585",New Douglas Park,,,230.0,6078.0,,New Douglas Park,14.0402
"48.30616, 4.0982",Stade de l'Aube,France,Champagne-Ardenne,771.0,20400.0,FR,Stade de l'Aube,59.6904
"52.4192, 9.79369",Oststadtstadion,Germany,Hannover,302.0,8000.0,DE,Oststadtstadion,18.48
"45.029722, 9.689722",Stadio Leonardo Garilli,Italy,Emilia-Romagna,488.0,12914.0,IT,Stadio Leonardo Garilli,29.8313
"-18.9197, 47.5262",Mahamasina Municipal Stadium,,,832.0,22000.0,,Mahamasina Municipal Stadium,64.372
"36.502778, -6.273056",Estadio Nuevo Mirandilla,,,983.0,26000.0,,Estadio Nuevo Mirandilla,76.076
"50.7859, 7.86242",Q2326049,Germany,Koblenz,246.0,6500.0,DE,Q2326049,15.015
"43.836881, 125.390597",Development Area Stadium,,,945.0,25000.0,,Development Area Stadium,73.15
"59.29138889, 18.08527778",3Arena,Sweden,Stockholm,1134.0,30001.0,SE,3Arena,87.7829
"37.151517, 127.317863",Yongin Football Center,,,,,,Yongin Football Center,0
"32.783111111, 34.965166666",Sammy Ofer Stadium,,,1170.0,30950.0,,Sammy Ofer Stadium,90.5597
"49.485833333, 5.976944444",Stade de la Frontière,France,Lorraine,151.0,4000.0,FR,Stade de la Frontière,7.7
"45.804722, 15.960833",Stadion Kranjčevićeva,Croatia,Grad Zagreb,335.0,8850.0,HR,Stadion Kranjčevićeva,20.4435
"10.993889, -74.806944",Estadio Romelio Martínez,,,416.0,11000.0,,Estadio Romelio Martínez,25.41
"49.1808011, 6.9042224",Schlossberg Stadium,France,Lorraine,204.0,5400.0,FR,Schlossberg Stadium,12.474
"12.968866, 77.611585",Bengaluru Football Stadium,,,567.0,15000.0,,Bengaluru Football Stadium,43.89
"62.1941, -7.0431",Við Margáir,,,38.0,1000.0,,Við Margáir,1.925
"62.1941, -7.0431",Við Margáir,,,57.0,1500.0,,Við Margáir,1.925
"37.405397, 126.946446",Anyang Sports Complex,,,648.0,17143.0,,Anyang Sports Complex,50.1604
"35.116543, 129.014543",Busan Gudeok Stadium,,,921.0,24363.0,,Busan Gudeok Stadium,71.2861
"37.855952, 127.690945",Chuncheon Songam Sports Town,,,756.0,20000.0,,Chuncheon Songam Sports Town,58.52
"55.780425, -4.057311",Douglas Park,,,,,,Douglas Park,0
"22.401764, -97.910718",Estadio Altamira,,,510.0,13500.0,,Estadio Altamira,31.185
"-22.795278, -43.419722",Estádio Giulite Coutinho,,,605.0,16000.0,,Estádio Giulite Coutinho,46.816
"37.773561, 128.897503",Gangneung Stadium,,,,,,Gangneung Stadium,0
"35.255573, 128.877118",Gimhae Stadium,,,,,,Gimhae Stadium,0
"56.7139, -2.45908",Links Park,,,124.0,3292.0,,Links Park,6.3371
"-5.82562, -35.2138",Machadão,,,1701.0,45000.0,,Machadão,173.25
"-19.25006294, 17.69690514",Oscar Norich Stadium,,,,,,Oscar Norich Stadium,0
"36.432297, 128.161579",Sangju Civic Stadium,,,569.0,15042.0,,Sangju Civic Stadium,44.0129
"63.1106, 7.7219",Q11976878,,,,,,Q11976878,0
"36.821386, 127.146401",Cheonan Football Center,,,586.0,15500.0,,Cheonan Football Center,45.353
"52.41942978, 12.5528698",Q19311511,Germany,Brandenburg,189.0,5000.0,DE,Q19311511,11.55
"24.72930556, 46.62369444",KSU Stadium,,,945.0,25000.0,,KSU Stadium,73.15
"38.447, 27.2622",Bornova Stadium,TR,İzmir,,,TR,Bornova Stadium,0
"40.42505, 22.93612","Stadium of Epanomi ""Nikos Sarafis""",Greece,Central Macedonia,49.0,1300.0,Greece,"Stadium of Epanomi ""Nikos Sarafis""",2.5025
"35.923888888, 14.475277777",Luxol Stadium,Malta,Malta,30.0,800.0,MT,Luxol Stadium,1.54
"48.926104, 8.572616",Kleiner Arena,Germany,Karlsruhe,144.0,3800.0,DE,Kleiner Arena,7.315
"-25.775919, 28.072869",Lucas Masterpieces Moripe Stadium,,,1092.0,28900.0,,Lucas Masterpieces Moripe Stadium,84.5614
"41.378089, -8.354761",Parque de Jogos Comendador Joaquim de Almeida Freitas,Portugal,Norte,232.0,6150.0,PT,Parque de Jogos Comendador Joaquim de Almeida Freitas,14.2065
"32.100278, 34.824167",Ramat Gan Stadium,,,505.0,13370.0,,Ramat Gan Stadium,30.8847
"47.69171, 16.583691",Káposztás Street Stadium,Hungary,Nyugat-Dunántúl,,,HU,Káposztás Street Stadium,0
"46.391531, 16.422307",Stadion SRC Mladost,Croatia,Sjeverna Hrvatska,302.0,8000.0,HR,Stadion SRC Mladost,18.48
"34.52, 69.196667",Afghanistan Football Federation Stadium,,,189.0,5000.0,,Afghanistan Football Federation Stadium,11.55
"34.52, 69.196667",Afghanistan Football Federation Stadium,,,189.0,5000.0,,Afghanistan Football Federation Stadium,11.55
"34.52, 69.196667",Afghanistan Football Federation Stadium,,,189.0,5000.0,,Afghanistan Football Federation Stadium,11.55
"3.8855, 11.540528",Stade Ahmadou Ahidjo,,,1966.0,52000.0,,Stade Ahmadou Ahidjo,200.2
"41.812981, 41.774458",Chele Arena,,,227.0,6000.0,,Chele Arena,13.86
"6.44247222, 3.40219444",Onikan Stadium,,,378.0,10000.0,,Onikan Stadium,23.1
"30.60194444, 32.27388889",Ismailia Stadium,,,889.0,23525.0,,Ismailia Stadium,68.8341
"22.3261, 114.173",Mong Kok Stadium,,,252.0,6664.0,,Mong Kok Stadium,15.3938
"13.7375, 100.525833",Chulalongkorn University Stadium,,,756.0,20000.0,,Chulalongkorn University Stadium,58.52
"53.361667, -6.275",Dalymount Park,Ireland,Eastern and Midland,163.0,4300.0,IE,Dalymount Park,8.2775
"53.361667, -6.275",Dalymount Park,Ireland,Eastern and Midland,301.0,7955.0,IE,Dalymount Park,8.2775
"45.339202, 14.380959",Stadion Kantrida,Croatia,Jadranska Hrvatska,476.0,12600.0,HR,Stadion Kantrida,29.106
"35.894863888, 14.415372222",Ta' Qali National Stadium,Malta,Malta,673.0,17797.0,MT,Ta' Qali National Stadium,52.074
"10.021666666, -84.209166666",Estadio Alejandro Morera Soto,,,669.0,17700.0,,Estadio Alejandro Morera Soto,51.7902
"21.880653, -102.275483",Victoria Stadium,,,1323.0,35000.0,,Victoria Stadium,102.41
"55.8597, -3.95975",Excelsior Stadium,,,384.0,10170.0,,Excelsior Stadium,23.4927
"34.518611111, 69.193888888",Ghazi Stadium,,,1134.0,30000.0,,Ghazi Stadium,87.78
"4.05556, 9.71861",Stade de la Réunification,,,1134.0,30000.0,,Stade de la Réunification,87.78
"64.180833, -51.7325",Nuuk Stadium,,,76.0,2000.0,,Nuuk Stadium,3.85
"-22.931964, 14.528641",Kuisebmund Stadium,,,151.0,4000.0,,Kuisebmund Stadium,7.7
"33.959861, -6.889111",Prince Moulay Abdellah Stadium,,,2552.0,67500.0,,Prince Moulay Abdellah Stadium,259.875
"50.080428, 14.3837",Stadion Evžena Rošického,Czechia,Praha,719.0,19032.0,CZ,Stadion Evžena Rošického,55.6876
"53.5044, 49.2669",Torpedo Stadium,,,699.0,18500.0,,Torpedo Stadium,54.131
"50.950278, 4.044444",Pierre Cornelisstadion,Belgium,Prov. Oost-Vlaanderen,238.0,6294.0,BE,Pierre Cornelisstadion,14.5391
"45.77120129, 15.97159445",Stadion NŠC Stjepan Spajić,Croatia,Grad Zagreb,189.0,5000.0,HR,Stadion NŠC Stjepan Spajić,11.55
"54.496307, -6.714135",Stangmore Park,,,189.0,5000.0,,Stangmore Park,11.55
"37.94935, 58.37021",Köpetdag Stadium,,,983.0,26000.0,,Köpetdag Stadium,76.076
"4.932778, 6.266667",Samson Siasia Sports Stadium,,,189.0,5000.0,,Samson Siasia Sports Stadium,11.55
"43.82937, 18.36715",City Stadium SRC Slavija,BA,Federacija Bosne i Hercegovine,,,BA,City Stadium SRC Slavija,0
"-17.8537, 31.0376",Rufaro Stadium,,,2268.0,60000.0,,Rufaro Stadium,231
"44.847942, 20.397972",Zemun Stadium,RS,City of Belgrade,378.0,10000.0,RS,Zemun Stadium,23.1
"39.768544, 64.425706",Buxoro Arena,,,965.0,25520.0,,Buxoro Arena,74.6715
"-23.669444, -46.509167",Estádio Bruno José Daniel,,,680.0,18000.0,,Estádio Bruno José Daniel,52.668
"12.10005278, 15.05507222",Stade Omnisports Idriss Mahamat Ouya,,,756.0,20000.0,,Stade Omnisports Idriss Mahamat Ouya,58.52
"41.135955555, -8.541758333",Estádio de São Miguel,Portugal,Norte,93.0,2450.0,PT,Estádio de São Miguel,4.71625
"6.9475, 79.8686",Sugathadasa Stadium,,,945.0,25000.0,,Sugathadasa Stadium,73.15
"44.940278, 26.033333",Stadionul Ilie Oană,Romania,Sud-Muntenia,586.0,15500.0,RO,Stadionul Ilie Oană,45.353
"-7.817041, 112.028602",Brawijaya Stadium,,,756.0,20000.0,,Brawijaya Stadium,58.52
"22.3271, 114.21",Kowloon Bay Park,,,45.0,1200.0,,Kowloon Bay Park,2.31
"40.698889, 19.964444",Tomori Stadium,AL,Jug,548.0,14500.0,AL,Tomori Stadium,33.495
"43.519038, 16.444033",Stadion Park mladeži,Croatia,Jadranska Hrvatska,154.0,4075.0,HR,Stadion Park mladeži,7.84438
"49.646388888, 6.135277777",Stade rue Henri Dunant,Luxembourg,Luxembourg,183.0,4830.0,LU,Stade rue Henri Dunant,9.29775
"33.8177, -6.07642",Stade du 18 novembre,,,378.0,10000.0,,Stade du 18 novembre,23.1
"43.53361111, 26.5275",Huvepharma Arena,Bulgaria,Severen tsentralen,340.0,9000.0,BG,Huvepharma Arena,20.79
"43.56511389, 39.75264722",Sochi Central Stadium,,,386.0,10200.0,,Sochi Central Stadium,23.562
"53.3764, -1.53122",Sandygate Road,,,26.0,700.0,,Sandygate Road,1.3475
"43.940833, 10.914722",Stadio Marcello Melani,Italy,Toscana,499.0,13195.0,IT,Stadio Marcello Melani,30.4805
"53.310277777, -6.228055555",UCD Bowl,Ireland,Eastern and Midland,113.0,3000.0,IE,UCD Bowl,5.775
"24.34986, 54.68571",Baniyas Stadium,,,362.0,9570.0,,Baniyas Stadium,22.1067
"40.935425, 19.70964444",Abdurrahman Roza Haxhiu Stadium,AL,Jug,,,AL,Abdurrahman Roza Haxhiu Stadium,0
"53.336028, 83.793358",Dynamo Stadium,,,605.0,16000.0,,Dynamo Stadium,46.816
"53.244986, 34.359617",Dynamo Stadium,,,382.0,10100.0,,Dynamo Stadium,23.331
"59.967643, 30.265454",Dinamo Stadium,,,19.0,500.0,,Dinamo Stadium,0.9625
"45.0424, 41.97",Dynamo Stadium,,,589.0,15589.0,,Dynamo Stadium,45.6134
"3.564722, 98.695556",Teladan Stadium,,,756.0,20000.0,,Teladan Stadium,58.52
"53.140278, 29.217222",Spartak Stadium,,,140.0,3700.0,,Spartak Stadium,7.1225
"47.7483, 26.6519",Stadionul Municipal,Romania,Nord-Est,454.0,12000.0,RO,Stadionul Municipal,27.72
"18.378, -67.197",Aguada Stadium,,,151.0,4000.0,,Aguada Stadium,7.7
"57.6518, -3.32092",Borough Briggs,,,171.0,4520.0,,Borough Briggs,8.701
"55.863475, -3.97804722",Broomfield Park,,,477.0,12620.0,,Broomfield Park,29.1522
"42.905, 21.19472222",City Stadium,XK,Kosovo,76.0,2000.0,XK,City Stadium,3.85
"1.862765, 9.761439",Estadio La Libertad,,,151.0,4000.0,,Estadio La Libertad,7.7
"9.035267, -69.765814",Estadio Rafael Calles Pinto,,,491.0,13000.0,,Estadio Rafael Calles Pinto,30.03
"20.6345971, -87.0694745",Estadio Unidad Deportiva,,,,,,Estadio Unidad Deportiva,0
"-12.59361111, 13.39",Estádio Municipal de Benguela,,,227.0,6000.0,,Estádio Municipal de Benguela,13.86
"-25.521661, -49.231036",Estádio Vila Olímpica,,,302.0,8000.0,,Estádio Vila Olímpica,18.48
"17.9527, -76.9028",Ferdi Neita Sports Complex,,,113.0,3000.0,,Ferdi Neita Sports Complex,5.775
"-17.44444444, 177.86194444",Garvey Park,,,,,,Garvey Park,0
"45.478369, 16.377332",Gradski stadion,Croatia,Panonska Hrvatska,302.0,8000.0,HR,Gradski stadion,18.48
"19.231895, -103.73753",Estadio Colima,,,189.0,5000.0,,Estadio Colima,11.55
"41.51211111, 19.78672778",Kastrioti Stadium,AL,Veri,378.0,10000.0,AL,Kastrioti Stadium,23.1
"6.208611, -1.677222",Len Clay Stadium,,,756.0,20000.0,,Len Clay Stadium,58.52
"33.874722222, 35.491944444",Safa Stadium,,,151.0,4000.0,,Safa Stadium,7.7
"35.129167, 33.083889",Peristerona Stadium,Cyprus,Kýpros,132.0,3500.0,CY,Peristerona Stadium,6.7375
"50.804181, 0.320767",Priory Lane,,,156.0,4134.0,,Priory Lane,7.95795
"41.57361111, 23.28361111",Sandanski Stadium,Bulgaria,Yugozapaden,,,BG,Sandanski Stadium,0
"42.438361, 19.271556",Stadion Cvijetni Brijeg,ME,Crna Gora,57.0,1500.0,ME,Stadion Cvijetni Brijeg,2.8875
"45.420722, 28.023681",Nicolae Rainea Stadium,Romania,Sud-Est,869.0,23000.0,RO,Nicolae Rainea Stadium,67.298
"45.7704, 21.25426",Stadionul UMT,Romania,Vest,378.0,10000.0,RO,Stadionul UMT,23.1
"41.4375, 22.7689",Stadium Bogovinje,MK,Severna Makedonija,,,MK,Stadium Bogovinje,0
"14.5636, 121.057",University of Makati Stadium,,,151.0,4000.0,,University of Makati Stadium,7.7
"34.88146944, 138.2327639",Fujieda Soccer Stadium,,,491.0,13000.0,,Fujieda Soccer Stadium,30.03
"18.574745, 73.760984",Shree Shiv Chhatrapati Sports Complex,,,832.0,22000.0,,Shree Shiv Chhatrapati Sports Complex,64.372
"45.684028, 18.409194",Q12631746,Croatia,Panonska Hrvatska,,,HR,Q12631746,0
"12.233759, 102.524949",Trat Province Stadium,,,,,,Trat Province Stadium,0
"13.884131, 100.57698",TOT Stadium Chaeng Watthana,,,189.0,5000.0,,TOT Stadium Chaeng Watthana,11.55
"12.7678, 101.166",PTT Stadium,,,756.0,20000.0,,PTT Stadium,58.52
"38.7881, -9.37472",Campo Conde Sucena,Portugal,Grande Lisboa,38.0,1000.0,PT,Campo Conde Sucena,1.925
"-15.3695, 28.2726",National Heroes Stadium,,,2268.0,60000.0,,National Heroes Stadium,231
"53.306666666, 26.5075",Gorodeya Stadium,,,61.0,1625.0,,Gorodeya Stadium,3.12812
"41.151667, 24.13625",Doxa Drama Stadium,Greece,"Anatoliki Makedonia, Thraki",378.0,10000.0,Greece,Doxa Drama Stadium,23.1
"46.692344444, 19.217322222",Stadler Stadion,Hungary,Dél-Alföld,794.0,21000.0,HU,Stadler Stadion,61.446
"11.18194444, -4.29694444",Stade Wobi Bobo-Dioulasso,,,,,,Stade Wobi Bobo-Dioulasso,0
"52.53, 13.359444",Poststadion,Germany,Berlin,378.0,10000.0,DE,Poststadion,23.1
"42.111213, 43.02568",David Abashidze Stadium,,,172.0,4558.0,,David Abashidze Stadium,8.77415
"51.211944, 51.350833",Petr Atoyan Stadium,,,314.0,8320.0,,Petr Atoyan Stadium,19.2192
"6.682681, -1.605111",Baba Yara Stadium,,,1512.0,40000.0,,Baba Yara Stadium,154
"48.731947, 19.131503",SNP Stadium,Slovakia,Stredné Slovensko,378.0,10000.0,SK,SNP Stadium,23.1
"23.137656, 113.403519",Guangdong Olympic Center,,,3024.0,80012.0,,Guangdong Olympic Center,400.46
"52.399083, 13.094806",Karl-Liebknecht-Stadion,Germany,Brandenburg,408.0,10787.0,DE,Karl-Liebknecht-Stadion,24.918
"28.118125, -15.438525",Estadio Pepe Gonçalvez,Spain,Canarias,113.0,3000.0,ES,Estadio Pepe Gonçalvez,5.775
"25.049444, 121.551111",Taipei Municipal Stadium,,,756.0,20000.0,,Taipei Municipal Stadium,58.52
"31.1835, 121.437278",Shanghai Stadium,,,3024.0,80000.0,,Shanghai Stadium,400.4
"47.356997, 8.264067",Stadion Niedermatten,Switzerland,Nordwestschweiz,141.0,3734.0,CH,Stadion Niedermatten,7.18795
"40.0115, 32.5024",Osmanlı Stadyumu,TR,Ankara,742.0,19626.0,TR,Osmanlı Stadyumu,57.4257
"41.739037, 123.457484",Shenyang Olympic Sports Center Stadium,,,2268.0,60000.0,,Shenyang Olympic Sports Center Stadium,231
"51.239083, 7.105083",Stadion am Zoo,Germany,Düsseldorf,872.0,23067.0,DE,Stadion am Zoo,67.494
"36.745633, 3.078511",Stade 20 Août 1955,,,567.0,15000.0,,Stade 20 Août 1955,43.89
"54.668611, 25.294444",LFF Stadium,Lithuania,Sostinės regionas,192.0,5067.0,LT,LFF Stadium,11.7048
"46.68611111, 21.105",Stadion Kórház utcai,Hungary,Dél-Alföld,394.0,10432.0,HU,Stadion Kórház utcai,24.0979
"37.350556, -121.936667",Stevens Stadium,,,435.0,11500.0,,Stevens Stadium,26.565
"29.528723, 106.502109",Chongqing Olympic Sports Center,,,2218.0,58680.0,,Chongqing Olympic Sports Center,225.918
"56.95516667, 24.15886111",Daugava Stadium,Latvia,Latvija,395.0,10461.0,LV,Daugava Stadium,24.1649
"30.502313, 114.166253",Wuhan Sports Center,,,2055.0,54357.0,,Wuhan Sports Center,209.274
"48.0561, 8.42972",Q1279928,Germany,Freiburg,454.0,12000.0,DE,Q1279928,27.72
"-12.068542, -77.022886",Alejandro Villanueva Stadium,,,1283.0,33938.0,,Alejandro Villanueva Stadium,99.3026
"38.981117, -1.852142",Estadio Carlos Belmonte,Spain,Castilla-La Mancha,662.0,17524.0,ES,Estadio Carlos Belmonte,51.2752
"44.313889, 23.784167",Stadionul Ion Oblemenco,Romania,Sud-Vest Oltenia,1170.0,30944.0,RO,Stadionul Ion Oblemenco,90.5421
"49.7352, 7.29491",Stadion Im Haag,Germany,Koblenz,151.0,4000.0,DE,Stadion Im Haag,7.7
"61.231983, 7.085238",Fosshaugane Campus,Norway,Vestlandet,209.0,5523.0,NO,Fosshaugane Campus,12.7581
"49.8528, 7.86944",Q1457827,Germany,Koblenz,378.0,10000.0,DE,Q1457827,23.1
"48.2265, 9.89111",Q1558198,Germany,Tübingen,151.0,4000.0,DE,Q1558198,7.7
"-1.303611, 36.824167",Nyayo National Stadium,,,1134.0,30000.0,,Nyayo National Stadium,87.78
